"Program_Title","Institution","Level","Link","Language","Country","ECTS","Free_Tuition_EU"
"Nursing (exchange programme)","University College of Northern Denmark (UCN)","Other","https://studyindenmark.dk/portal/university-college-of-northern-denmark-ucn/sundhedsuddannelserne/nursing-exchange-programme?filters=","English","Denmark",NA,"Yes"
"Occupational Therapy (exchange programme)","University College of Northern Denmark (UCN)","Other","https://studyindenmark.dk/portal/university-college-of-northern-denmark-ucn/sundhedsuddannelserne/occupational-therapy-exchange-programme?filters=","English","Denmark",NA,"Yes"
"Ocean Engineering","Technical University of Denmark (DTU)","Master","https://studyindenmark.dk/portal/technical-university-of-denmark-dtu/dtu-lyngby-campus-10/ocean-engineering?filters=","English","Denmark",120,"Yes"
"Offshore Energy Systems, Specialisation of Sustainable Energy Engineering","Aalborg University (AAU)","Master","https://studyindenmark.dk/portal/aalborg-university-aau/esbjerg/offshore-energy-systems-specialisation-of?filters=","English","Denmark",120,"Yes"
"Offshore Wind Energy 1:1 DTU-KAIST Double Degree","Technical University of Denmark (DTU)","Master","https://studyindenmark.dk/portal/technical-university-of-denmark-dtu/dtu-lyngby-campus-10/offshore-wind-energy-1-1-dtu-kaist-double-degree?filters=","English","Denmark",120,"Yes"
"Oil & Gas Technology, Specialisation of Chemical Engineering","Aalborg University (AAU)","Master","https://studyindenmark.dk/portal/aalborg-university-aau/esbjerg/oil-gas-technology-specialisation-of-chemical?filters=","English","Denmark",120,"Yes"
"Operations and Innovation Management, Specialisation of Management Engineering","Aalborg University (AAU)","Master","https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/operations-and-innovation-management?filters=","English","Denmark",120,"Yes"
"Operations and Supply Chain Management, Specialisation of Management Engineering","Aalborg University (AAU)","Master","https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/operations-and-supply-chain-management?filters=","English","Denmark",120,"Yes"
"Operations Management (MSc)","University of Southern Denmark (SDU)","Master","https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/operations-management-msc?filters=","English","Denmark",120,"Yes"
"Orchestra Conducting - Advanced Postgraduate Programme","The Royal Danish Academy of Music","Diploma","https://studyindenmark.dk/portal/the-royal-danish-academy-of-music/study-programmes-within-music-and-music-pedagogy/orchestra-conducting-advanced-postgraduate?filters=","English","Denmark",180,"Yes"
"Organ/Church Music","Danish National Academy of Music","Bachelor","https://studyindenmark.dk/portal/danish-national-academy-of-music/esbjerg/organ-church-music-27492?filters=","English","Denmark",180,"Yes"
"Organ/Church Music","Danish National Academy of Music","Diploma","https://studyindenmark.dk/portal/danish-national-academy-of-music/esbjerg/organ-church-music?filters=","English","Denmark",120,"Yes"
"Organ/Church Music","Danish National Academy of Music","Master","https://studyindenmark.dk/portal/danish-national-academy-of-music/esbjerg/organ-church-music-33741?filters=","English","Denmark",120,"Yes"
"Organisational Innovation and Entrepreneurship (MSocSc)","Copenhagen Business School (CBS)","Master","https://studyindenmark.dk/portal/copenhagen-business-school-cbs/frederiksberg-campus/organisational-innovation-and-entrepreneurship?filters=","English","Denmark",120,"Yes"
"People and Business Development (MSc)","Copenhagen Business School (CBS)","Master","https://studyindenmark.dk/portal/copenhagen-business-school-cbs/frederiksberg-campus/people-and-business-development-msc?filters=","English","Denmark",120,"Yes"
"Pharmaceutical Design and Engineering","Technical University of Denmark (DTU)","Master","https://studyindenmark.dk/portal/technical-university-of-denmark-dtu/dtu-lyngby-campus-10/pharmaceutical-design-and-engineering?filters=","English","Denmark",120,"Yes"
"Pharmaceutical Sciences","University of Copenhagen (UCPH)","Master","https://studyindenmark.dk/portal/university-of-copenhagen-ucph/north-campus/pharmaceutical-sciences?filters=","English","Denmark",120,"Yes"
"Photojournalism - Advanced Visual Storytelling","Danish School of Media and Journalism (DMJX)","Other","https://studyindenmark.dk/portal/danish-school-of-media-and-journalism-dmjx/campus-aarhus/photojournalism-advanced-visual-storytelling?filters=","English","Denmark",30,"Yes"
"Photojournalism - The Language of Photojournalism","Danish School of Media and Journalism (DMJX)","Other","https://studyindenmark.dk/portal/danish-school-of-media-and-journalism-dmjx/campus-aarhus/photojournalism-the-language-of-photojournalism?filters=","English","Denmark",30,"Yes"
"Photonics 1:1 DTU-KAIST Double Degree","Technical University of Denmark (DTU)","Master","https://studyindenmark.dk/portal/technical-university-of-denmark-dtu/dtu-lyngby-campus-10/photonics-1-1-dtu-kaist-double-degree?filters=","English","Denmark",120,"Yes"
"Physics","Aarhus University (AU)","Master","https://studyindenmark.dk/portal/aarhus-university-au/aarhus/physics?filters=","English","Denmark",120,"Yes"
"Physics","University of Southern Denmark (SDU)","Master","https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/physics?filters=","English","Denmark",120,"Yes"
"Physics","University of Copenhagen (UCPH)","Master","https://studyindenmark.dk/portal/university-of-copenhagen-ucph/north-campus/physics?filters=","English","Denmark",120,"Yes"
"Physics and Nanotechnology 1:1 DTU-TUM","Technical University of Denmark (DTU)","Master","https://studyindenmark.dk/portal/technical-university-of-denmark-dtu/dtu-lyngby-campus-10/physics-and-nanotechnology-1-1-dtu-tum?filters=","English","Denmark",120,"Yes"
"Physics and Scientific Modelling","Roskilde University (RUC)","Master","https://studyindenmark.dk/portal/roskilde-university-ruc/roskilde/physics-and-scientific-modelling?filters=","English","Denmark",NA,"Yes"
"Physics and Technology (MSc)","University of Southern Denmark (SDU)","Master","https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/sonderborg/physics-and-technology-msc?filters=","English","Denmark",120,"Yes"
"Physics and Technology (MSc)","University of Southern Denmark (SDU)","Master","https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/physics-and-technology-msc?filters=","English","Denmark",120,"Yes"
"Physiotherapy","University College Copenhagen","Other","https://studyindenmark.dk/portal/university-college-copenhagen/campus-north-zealand/physiotherapy?filters=","English","Denmark",NA,"Yes"
"Physiotherapy (exchange programme)","University College of Northern Denmark (UCN)","Other","https://studyindenmark.dk/portal/university-college-of-northern-denmark-ucn/sundhedsuddannelserne/physiotherapy-exchange-programme?filters=","English","Denmark",NA,"Yes"
"Political Architecture: Critical Sustainability","Royal Danish Academy -  Architecture, Design and Conservation","Master","https://studyindenmark.dk/portal/royal-danish-academy-architecture-design-and/copenhagen/political-architecture-critical-sustainability?filters=","English","Denmark",120,"Yes"
"Population Studies","University of Southern Denmark (SDU)","Master","https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/population-studies?filters=","English","Denmark",120,"Yes"
"Power Electronics and Drives, Specialisation of Energy Engineering","Aalborg University (AAU)","Master","https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/power-electronics-and-drives-specialisation-of?filters=","English","Denmark",120,"Yes"
"Problem Based Learning in Engineering and Science (MPBL), Master","Aalborg University (AAU)","Master","https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/problem-based-learning-in-engineering-and-science?filters=","English","Denmark",60,"Yes"
"Product Development and Innovation Engineering (MSc)","University of Southern Denmark (SDU)","Master","https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/product-development-and-innovation-engineering-msc?filters=","English","Denmark",120,"Yes"
"Product Development and Integrative Technology","KEA - Copenhagen School of Design and Technology","Other","https://studyindenmark.dk/portal/kea-copenhagen-school-of-design-and-technology/lygten-16/product-development-and-integrative-technology?filters=","English","Denmark",90,"Yes"
"Production Technology","KEA - Copenhagen School of Design and Technology","Other","https://studyindenmark.dk/portal/kea-copenhagen-school-of-design-and-technology/lygten-16/production-technology?filters=","English","Denmark",120,"Yes"
"Project Management","University of Southern Denmark (SDU)","Short-term","https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/project-management?filters=","English","Denmark",5,"Yes"
"Public Health","University of Southern Denmark (SDU)","Master","https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/esbjerg/public-health?filters=","English","Denmark",120,"Yes"
"Public Management and Social Development (MSocSc)","Copenhagen Business School (CBS)","Master","https://studyindenmark.dk/portal/copenhagen-business-school-cbs/frederiksberg-campus/public-management-and-social-development-msocsc?filters=","English","Denmark",120,"Yes"
"Quantum Information Science","University of Copenhagen (UCPH)","Master","https://studyindenmark.dk/portal/university-of-copenhagen-ucph/north-campus/quantum-information-science?filters=","English","Denmark",120,"Yes"
"Radiography (exchange programme)","University College of Northern Denmark (UCN)","Other","https://studyindenmark.dk/portal/university-college-of-northern-denmark-ucn/sundhedsuddannelserne/radiography-exchange-programme?filters=","English","Denmark",NA,"Yes"
"Religious Roots of Europe","University of Copenhagen (UCPH)","Master","https://studyindenmark.dk/portal/university-of-copenhagen-ucph/south-campus/religious-roots-of-europe?filters=","English","Denmark",120,"Yes"
"Risk and Safety Management, MSc in Technology","Aalborg University (AAU)","Master","https://studyindenmark.dk/portal/aalborg-university-aau/esbjerg/risk-and-safety-management-msc-in-technology?filters=","English","Denmark",120,"Yes"
"Robot Systems (Advanced Robotics Technology/Drone Technology)","University of Southern Denmark (SDU)","Master","https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/robot-systems-advanced-robotics-technology-drone?filters=","English","Denmark",120,"Yes"
"Robotics, MSc in Engineering","Aalborg University (AAU)","Master","https://studyindenmark.dk/portal/aalborg-university-aau/aalborg/robotics-msc-in-engineering?filters=","English","Denmark",120,"Yes"
"Robotics: Fundamentals and Applications","University of Southern Denmark (SDU)","Short-term","https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/robotics-fundamentals-and-applications?filters=","English","Denmark",5,"Yes"
"Sales Management (MSc)","Copenhagen Business School (CBS)","Master","https://studyindenmark.dk/portal/copenhagen-business-school-cbs/frederiksberg-campus/sales-management-msc?filters=","English","Denmark",120,"Yes"
"Science Studies","Aarhus University (AU)","Master","https://studyindenmark.dk/portal/aarhus-university-au/aarhus/science-studies?filters=","English","Denmark",120,"Yes"
"SDU International Summer School","University of Southern Denmark (SDU)","Short-term","https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/sdu-international-summer-school?filters=","English","Denmark",5,"Yes"
"Security Risk Management","University of Copenhagen (UCPH)","Master","https://studyindenmark.dk/portal/university-of-copenhagen-ucph/city-campus/security-risk-management?filters=","English","Denmark",120,"Yes"
"Service Systems Design, MSc","Aalborg University (AAU)","Master","https://studyindenmark.dk/portal/aalborg-university-aau/copenhagen/service-systems-design-msc?filters=","English","Denmark",120,"Yes"
"Six Sigma Green Belt","University of Southern Denmark (SDU)","Short-term","https://studyindenmark.dk/portal/university-of-southern-denmark-sdu/odense/six-sigma-green-belt?filters=","English","Denmark",5,"Yes"
